locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBIIEENH_00573	CDS	1260	N_44			Nucleoprotein
EBIIEENH_00574	gene	156				
EBIIEENH_00574	CDS	156				hypothetical protein
EBIIEENH_00575	gene	43				
EBIIEENH_00575	misc_RNA	43				s2m
EBIIEENH_00576	gene	13218	1a_46			
EBIIEENH_00576	CDS	13218	1a_46			Replicase polyprotein 1a
EBIIEENH_00577	gene	82				
EBIIEENH_00577	misc_RNA	82				Corona_FSE
EBIIEENH_00578	gene	7788	rep_48			
EBIIEENH_00578	CDS	7788	rep_48			Replicase polyprotein 1ab
EBIIEENH_00579	gene	3822	S_46			
EBIIEENH_00579	CDS	3822	S_46			Spike glycoprotein
EBIIEENH_00580	gene	828	3a_46			
EBIIEENH_00580	CDS	828	3a_46			Protein 3a
EBIIEENH_00581	gene	669	M_46			
EBIIEENH_00581	CDS	669	M_46			Membrane protein
EBIIEENH_00582	gene	186				
EBIIEENH_00582	CDS	186				hypothetical protein
EBIIEENH_00583	gene	366	7a_46			
EBIIEENH_00583	CDS	366	7a_46			Protein 7a
EBIIEENH_00584	gene	132				
EBIIEENH_00584	CDS	132				hypothetical protein
EBIIEENH_00585	gene	366				
EBIIEENH_00585	CDS	366				hypothetical protein
EBIIEENH_00586	gene	1260	N_45			
EBIIEENH_00586	CDS	1260	N_45			Nucleoprotein
EBIIEENH_00587	gene	156				
EBIIEENH_00587	CDS	156				hypothetical protein
EBIIEENH_00588	gene	43				
EBIIEENH_00588	misc_RNA	43				s2m
EBIIEENH_00589	gene	13218	1a_47			
EBIIEENH_00589	CDS	13218	1a_47			Replicase polyprotein 1a
EBIIEENH_00590	gene	82				
EBIIEENH_00590	misc_RNA	82				Corona_FSE
EBIIEENH_00591	gene	7788	rep_49			
EBIIEENH_00591	CDS	7788	rep_49			Replicase polyprotein 1ab
EBIIEENH_00592	gene	3822	S_47			
EBIIEENH_00592	CDS	3822	S_47			Spike glycoprotein
EBIIEENH_00593	gene	828	3a_47			
EBIIEENH_00593	CDS	828	3a_47			Protein 3a
EBIIEENH_00594	gene	669	M_47			
EBIIEENH_00594	CDS	669	M_47			Membrane protein
EBIIEENH_00595	gene	186				
EBIIEENH_00595	CDS	186				hypothetical protein
EBIIEENH_00596	gene	366	7a_47			
EBIIEENH_00596	CDS	366	7a_47			Protein 7a
EBIIEENH_00597	gene	132				
EBIIEENH_00597	CDS	132				hypothetical protein
EBIIEENH_00598	gene	366				
EBIIEENH_00598	CDS	366				hypothetical protein
EBIIEENH_00599	gene	1260	N_46			
EBIIEENH_00599	CDS	1260	N_46			Nucleoprotein
EBIIEENH_00600	gene	156				
EBIIEENH_00600	CDS	156				hypothetical protein
EBIIEENH_00601	gene	43				
EBIIEENH_00601	misc_RNA	43				s2m
EBIIEENH_00602	gene	13218	1a_48			
EBIIEENH_00602	CDS	13218	1a_48			Replicase polyprotein 1a
EBIIEENH_00603	gene	82				
EBIIEENH_00603	misc_RNA	82				Corona_FSE
EBIIEENH_00604	gene	7788	rep_50			
EBIIEENH_00604	CDS	7788	rep_50			Replicase polyprotein 1ab
EBIIEENH_00605	gene	3822	S_48			
EBIIEENH_00605	CDS	3822	S_48			Spike glycoprotein
EBIIEENH_00606	gene	828	3a_48			
EBIIEENH_00606	CDS	828	3a_48			Protein 3a
EBIIEENH_00607	gene	669	M_48			
EBIIEENH_00607	CDS	669	M_48			Membrane protein
EBIIEENH_00608	gene	186				
EBIIEENH_00608	CDS	186				hypothetical protein
EBIIEENH_00609	gene	366	7a_48			
EBIIEENH_00609	CDS	366	7a_48			Protein 7a
EBIIEENH_00610	gene	132				
EBIIEENH_00610	CDS	132				hypothetical protein
EBIIEENH_00611	gene	366				
EBIIEENH_00611	CDS	366				hypothetical protein
EBIIEENH_00612	gene	1260	N_47			
EBIIEENH_00612	CDS	1260	N_47			Nucleoprotein
EBIIEENH_00613	gene	156				
EBIIEENH_00613	CDS	156				hypothetical protein
EBIIEENH_00614	gene	43				
EBIIEENH_00614	misc_RNA	43				s2m
EBIIEENH_00615	gene	13218	1a_49			
EBIIEENH_00615	CDS	13218	1a_49			Replicase polyprotein 1a
EBIIEENH_00616	gene	82				
EBIIEENH_00616	misc_RNA	82				Corona_FSE
EBIIEENH_00617	gene	7788	rep_51			
EBIIEENH_00617	CDS	7788	rep_51			Replicase polyprotein 1ab
EBIIEENH_00618	gene	3822	S_49			
EBIIEENH_00618	CDS	3822	S_49			Spike glycoprotein
EBIIEENH_00619	gene	828	3a_49			
EBIIEENH_00619	CDS	828	3a_49			Protein 3a
EBIIEENH_00620	gene	669	M_49			
EBIIEENH_00620	CDS	669	M_49			Membrane protein
EBIIEENH_00621	gene	186				
EBIIEENH_00621	CDS	186				hypothetical protein
EBIIEENH_00622	gene	366	7a_49			
EBIIEENH_00622	CDS	366	7a_49			Protein 7a
EBIIEENH_00623	gene	132				
EBIIEENH_00623	CDS	132				hypothetical protein
EBIIEENH_00624	gene	366				
EBIIEENH_00624	CDS	366				hypothetical protein
EBIIEENH_00625	gene	1260	N_48			
EBIIEENH_00625	CDS	1260	N_48			Nucleoprotein
EBIIEENH_00626	gene	156				
EBIIEENH_00626	CDS	156				hypothetical protein
EBIIEENH_00627	gene	43				
EBIIEENH_00627	misc_RNA	43				s2m
EBIIEENH_00628	gene	13218	1a_50			
EBIIEENH_00628	CDS	13218	1a_50			Replicase polyprotein 1a
EBIIEENH_00629	gene	82				
EBIIEENH_00629	misc_RNA	82				Corona_FSE
EBIIEENH_00630	gene	7788	rep_52			
EBIIEENH_00630	CDS	7788	rep_52			Replicase polyprotein 1ab
EBIIEENH_00631	gene	3822	S_50			
EBIIEENH_00631	CDS	3822	S_50			Spike glycoprotein
EBIIEENH_00632	gene	828	3a_50			
EBIIEENH_00632	CDS	828	3a_50			Protein 3a
EBIIEENH_00633	gene	669	M_50			
EBIIEENH_00633	CDS	669	M_50			Membrane protein
EBIIEENH_00634	gene	186				
EBIIEENH_00634	CDS	186				hypothetical protein
EBIIEENH_00635	gene	366	7a_50			
EBIIEENH_00635	CDS	366	7a_50			Protein 7a
EBIIEENH_00636	gene	132				
EBIIEENH_00636	CDS	132				hypothetical protein
EBIIEENH_00637	gene	366				
EBIIEENH_00637	CDS	366				hypothetical protein
EBIIEENH_00638	gene	1260	N_49			
EBIIEENH_00638	CDS	1260	N_49			Nucleoprotein
EBIIEENH_00639	gene	156				
EBIIEENH_00639	CDS	156				hypothetical protein
EBIIEENH_00640	gene	43				
EBIIEENH_00640	misc_RNA	43				s2m
EBIIEENH_00641	gene	13218	1a_51			
EBIIEENH_00641	CDS	13218	1a_51			Replicase polyprotein 1a
EBIIEENH_00642	gene	82				
EBIIEENH_00642	misc_RNA	82				Corona_FSE
EBIIEENH_00643	gene	7788	rep_53			
EBIIEENH_00643	CDS	7788	rep_53			Replicase polyprotein 1ab
EBIIEENH_00644	gene	3822	S_51			
EBIIEENH_00644	CDS	3822	S_51			Spike glycoprotein
EBIIEENH_00645	gene	828	3a_51			
EBIIEENH_00645	CDS	828	3a_51			Protein 3a
EBIIEENH_00646	gene	669	M_51			
EBIIEENH_00646	CDS	669	M_51			Membrane protein
EBIIEENH_00647	gene	186				
EBIIEENH_00647	CDS	186				hypothetical protein
EBIIEENH_00648	gene	366	7a_51			
EBIIEENH_00648	CDS	366	7a_51			Protein 7a
EBIIEENH_00649	gene	132				
EBIIEENH_00649	CDS	132				hypothetical protein
EBIIEENH_00650	gene	366				
EBIIEENH_00650	CDS	366				hypothetical protein
EBIIEENH_00651	gene	1260	N_50			
EBIIEENH_00651	CDS	1260	N_50			Nucleoprotein
EBIIEENH_00652	gene	156				
EBIIEENH_00652	CDS	156				hypothetical protein
EBIIEENH_00653	gene	43				
EBIIEENH_00653	misc_RNA	43				s2m
EBIIEENH_00654	gene	13218	1a_52			
EBIIEENH_00654	CDS	13218	1a_52			Replicase polyprotein 1a
EBIIEENH_00655	gene	82				
EBIIEENH_00655	misc_RNA	82				Corona_FSE
EBIIEENH_00656	gene	7788	rep_54			
EBIIEENH_00656	CDS	7788	rep_54			Replicase polyprotein 1ab
EBIIEENH_00657	gene	3822	S_52			
EBIIEENH_00657	CDS	3822	S_52			Spike glycoprotein
EBIIEENH_00658	gene	828	3a_52			
EBIIEENH_00658	CDS	828	3a_52			Protein 3a
EBIIEENH_00659	gene	669	M_52			
EBIIEENH_00659	CDS	669	M_52			Membrane protein
EBIIEENH_00660	gene	186				
EBIIEENH_00660	CDS	186				hypothetical protein
EBIIEENH_00661	gene	366	7a_52			
EBIIEENH_00661	CDS	366	7a_52			Protein 7a
EBIIEENH_00662	gene	132				
EBIIEENH_00662	CDS	132				hypothetical protein
EBIIEENH_00663	gene	366				
EBIIEENH_00663	CDS	366				hypothetical protein
EBIIEENH_00664	gene	1260	N_51			
EBIIEENH_00664	CDS	1260	N_51			Nucleoprotein
EBIIEENH_00665	gene	156				
EBIIEENH_00665	CDS	156				hypothetical protein
EBIIEENH_00666	gene	43				
EBIIEENH_00666	misc_RNA	43				s2m
EBIIEENH_00667	gene	13218	1a_53			
EBIIEENH_00667	CDS	13218	1a_53			Replicase polyprotein 1a
EBIIEENH_00668	gene	82				
EBIIEENH_00668	misc_RNA	82				Corona_FSE
EBIIEENH_00669	gene	7788	rep_55			
EBIIEENH_00669	CDS	7788	rep_55			Replicase polyprotein 1ab
EBIIEENH_00670	gene	3822	S_53			
EBIIEENH_00670	CDS	3822	S_53			Spike glycoprotein
EBIIEENH_00671	gene	828	3a_53			
EBIIEENH_00671	CDS	828	3a_53			Protein 3a
EBIIEENH_00672	gene	669	M_53			
EBIIEENH_00672	CDS	669	M_53			Membrane protein
EBIIEENH_00673	gene	186				
EBIIEENH_00673	CDS	186				hypothetical protein
EBIIEENH_00674	gene	366	7a_53			
EBIIEENH_00674	CDS	366	7a_53			Protein 7a
EBIIEENH_00675	gene	132				
EBIIEENH_00675	CDS	132				hypothetical protein
EBIIEENH_00676	gene	366				
EBIIEENH_00676	CDS	366				hypothetical protein
EBIIEENH_00677	gene	1260	N_52			
EBIIEENH_00677	CDS	1260	N_52			Nucleoprotein
EBIIEENH_00678	gene	156				
EBIIEENH_00678	CDS	156				hypothetical protein
EBIIEENH_00679	gene	43				
EBIIEENH_00679	misc_RNA	43				s2m
EBIIEENH_00680	gene	13218	1a_54			
EBIIEENH_00680	CDS	13218	1a_54			Replicase polyprotein 1a
EBIIEENH_00681	gene	82				
EBIIEENH_00681	misc_RNA	82				Corona_FSE
EBIIEENH_00682	gene	7788	rep_56			
EBIIEENH_00682	CDS	7788	rep_56			Replicase polyprotein 1ab
EBIIEENH_00683	gene	3822	S_54			
EBIIEENH_00683	CDS	3822	S_54			Spike glycoprotein
EBIIEENH_00684	gene	828	3a_54			
EBIIEENH_00684	CDS	828	3a_54			Protein 3a
EBIIEENH_00685	gene	669	M_54			
EBIIEENH_00685	CDS	669	M_54			Membrane protein
EBIIEENH_00686	gene	186				
EBIIEENH_00686	CDS	186				hypothetical protein
EBIIEENH_00687	gene	366	7a_54			
EBIIEENH_00687	CDS	366	7a_54			Protein 7a
EBIIEENH_00688	gene	132				
EBIIEENH_00688	CDS	132				hypothetical protein
EBIIEENH_00689	gene	366				
EBIIEENH_00689	CDS	366				hypothetical protein
EBIIEENH_00690	gene	1260	N_53			
EBIIEENH_00690	CDS	1260	N_53			Nucleoprotein
EBIIEENH_00691	gene	156				
EBIIEENH_00691	CDS	156				hypothetical protein
EBIIEENH_00692	gene	43				
EBIIEENH_00692	misc_RNA	43				s2m
EBIIEENH_00693	gene	13218	1a_55			
EBIIEENH_00693	CDS	13218	1a_55			Replicase polyprotein 1a
EBIIEENH_00694	gene	82				
EBIIEENH_00694	misc_RNA	82				Corona_FSE
EBIIEENH_00695	gene	7788	rep_57			
EBIIEENH_00695	CDS	7788	rep_57			Replicase polyprotein 1ab
EBIIEENH_00696	gene	3822	S_55			
EBIIEENH_00696	CDS	3822	S_55			Spike glycoprotein
EBIIEENH_00697	gene	828	3a_55			
EBIIEENH_00697	CDS	828	3a_55			Protein 3a
EBIIEENH_00698	gene	669	M_55			
EBIIEENH_00698	CDS	669	M_55			Membrane protein
EBIIEENH_00699	gene	186				
EBIIEENH_00699	CDS	186				hypothetical protein
EBIIEENH_00700	gene	366	7a_55			
EBIIEENH_00700	CDS	366	7a_55			Protein 7a
EBIIEENH_00701	gene	132				
EBIIEENH_00701	CDS	132				hypothetical protein
EBIIEENH_00702	gene	366				
EBIIEENH_00702	CDS	366				hypothetical protein
EBIIEENH_00703	gene	1260	N_54			
EBIIEENH_00703	CDS	1260	N_54			Nucleoprotein
EBIIEENH_00704	gene	156				
EBIIEENH_00704	CDS	156				hypothetical protein
EBIIEENH_00705	gene	43				
EBIIEENH_00705	misc_RNA	43				s2m
EBIIEENH_00706	gene	13218	1a_56			
EBIIEENH_00706	CDS	13218	1a_56			Replicase polyprotein 1a
EBIIEENH_00707	gene	82				
EBIIEENH_00707	misc_RNA	82				Corona_FSE
EBIIEENH_00708	gene	7788	rep_58			
EBIIEENH_00708	CDS	7788	rep_58			Replicase polyprotein 1ab
EBIIEENH_00709	gene	3822	S_56			
EBIIEENH_00709	CDS	3822	S_56			Spike glycoprotein
EBIIEENH_00710	gene	828	3a_56			
EBIIEENH_00710	CDS	828	3a_56			Protein 3a
EBIIEENH_00711	gene	669	M_56			
EBIIEENH_00711	CDS	669	M_56			Membrane protein
EBIIEENH_00712	gene	186				
EBIIEENH_00712	CDS	186				hypothetical protein
EBIIEENH_00713	gene	366	7a_56			
EBIIEENH_00713	CDS	366	7a_56			Protein 7a
EBIIEENH_00714	gene	132				
EBIIEENH_00714	CDS	132				hypothetical protein
EBIIEENH_00715	gene	366				
EBIIEENH_00715	CDS	366				hypothetical protein
EBIIEENH_00716	gene	1260	N_55			
EBIIEENH_00716	CDS	1260	N_55			Nucleoprotein
EBIIEENH_00717	gene	156				
EBIIEENH_00717	CDS	156				hypothetical protein
EBIIEENH_00718	gene	43				
EBIIEENH_00718	misc_RNA	43				s2m
EBIIEENH_00719	gene	13218	1a_57			
EBIIEENH_00719	CDS	13218	1a_57			Replicase polyprotein 1a
EBIIEENH_00720	gene	82				
EBIIEENH_00720	misc_RNA	82				Corona_FSE
EBIIEENH_00721	gene	7788	rep_59			
EBIIEENH_00721	CDS	7788	rep_59			Replicase polyprotein 1ab
EBIIEENH_00722	gene	3822	S_57			
EBIIEENH_00722	CDS	3822	S_57			Spike glycoprotein
EBIIEENH_00723	gene	828	3a_57			
EBIIEENH_00723	CDS	828	3a_57			Protein 3a
EBIIEENH_00724	gene	669	M_57			
EBIIEENH_00724	CDS	669	M_57			Membrane protein
EBIIEENH_00725	gene	186				
EBIIEENH_00725	CDS	186				hypothetical protein
EBIIEENH_00726	gene	366	7a_57			
EBIIEENH_00726	CDS	366	7a_57			Protein 7a
EBIIEENH_00727	gene	132				
EBIIEENH_00727	CDS	132				hypothetical protein
EBIIEENH_00728	gene	366				
EBIIEENH_00728	CDS	366				hypothetical protein
EBIIEENH_00729	gene	1260	N_56			
EBIIEENH_00729	CDS	1260	N_56			Nucleoprotein
EBIIEENH_00730	gene	156				
EBIIEENH_00730	CDS	156				hypothetical protein
EBIIEENH_00731	gene	43				
EBIIEENH_00731	misc_RNA	43				s2m
EBIIEENH_00732	gene	13218	1a_58			
EBIIEENH_00732	CDS	13218	1a_58			Replicase polyprotein 1a
EBIIEENH_00733	gene	82				
EBIIEENH_00733	misc_RNA	82				Corona_FSE
EBIIEENH_00734	gene	7788	rep_60			
EBIIEENH_00734	CDS	7788	rep_60			Replicase polyprotein 1ab
EBIIEENH_00735	gene	3822	S_58			
EBIIEENH_00735	CDS	3822	S_58			Spike glycoprotein
EBIIEENH_00736	gene	828	3a_58			
EBIIEENH_00736	CDS	828	3a_58			Protein 3a
EBIIEENH_00737	gene	669	M_58			
EBIIEENH_00737	CDS	669	M_58			Membrane protein
EBIIEENH_00738	gene	186				
EBIIEENH_00738	CDS	186				hypothetical protein
EBIIEENH_00739	gene	366	7a_58			
EBIIEENH_00739	CDS	366	7a_58			Protein 7a
EBIIEENH_00740	gene	132				
EBIIEENH_00740	CDS	132				hypothetical protein
EBIIEENH_00741	gene	366				
EBIIEENH_00741	CDS	366				hypothetical protein
EBIIEENH_00742	gene	1260	N_57			
EBIIEENH_00742	CDS	1260	N_57			Nucleoprotein
EBIIEENH_00743	gene	156				
EBIIEENH_00743	CDS	156				hypothetical protein
EBIIEENH_00744	gene	43				
EBIIEENH_00744	misc_RNA	43				s2m
EBIIEENH_00745	gene	13218	1a_59			
EBIIEENH_00745	CDS	13218	1a_59			Replicase polyprotein 1a
EBIIEENH_00746	gene	82				
EBIIEENH_00746	misc_RNA	82				Corona_FSE
EBIIEENH_00747	gene	7788	rep_61			
EBIIEENH_00747	CDS	7788	rep_61			Replicase polyprotein 1ab
EBIIEENH_00748	gene	3822	S_59			
EBIIEENH_00748	CDS	3822	S_59			Spike glycoprotein
EBIIEENH_00749	gene	828	3a_59			
EBIIEENH_00749	CDS	828	3a_59			Protein 3a
EBIIEENH_00750	gene	669	M_59			
EBIIEENH_00750	CDS	669	M_59			Membrane protein
EBIIEENH_00751	gene	186				
EBIIEENH_00751	CDS	186				hypothetical protein
EBIIEENH_00752	gene	366	7a_59			
EBIIEENH_00752	CDS	366	7a_59			Protein 7a
EBIIEENH_00753	gene	132				
EBIIEENH_00753	CDS	132				hypothetical protein
EBIIEENH_00754	gene	366				
EBIIEENH_00754	CDS	366				hypothetical protein
EBIIEENH_00755	gene	1260	N_58			
EBIIEENH_00755	CDS	1260	N_58			Nucleoprotein
EBIIEENH_00756	gene	156				
EBIIEENH_00756	CDS	156				hypothetical protein
EBIIEENH_00757	gene	43				
EBIIEENH_00757	misc_RNA	43				s2m
EBIIEENH_00758	gene	13218	1a_60			
EBIIEENH_00758	CDS	13218	1a_60			Replicase polyprotein 1a
EBIIEENH_00759	gene	82				
EBIIEENH_00759	misc_RNA	82				Corona_FSE
EBIIEENH_00760	gene	7788	rep_62			
EBIIEENH_00760	CDS	7788	rep_62			Replicase polyprotein 1ab
EBIIEENH_00761	gene	3822	S_60			
EBIIEENH_00761	CDS	3822	S_60			Spike glycoprotein
EBIIEENH_00762	gene	828	3a_60			
EBIIEENH_00762	CDS	828	3a_60			Protein 3a
EBIIEENH_00763	gene	669	M_60			
EBIIEENH_00763	CDS	669	M_60			Membrane protein
EBIIEENH_00764	gene	186				
EBIIEENH_00764	CDS	186				hypothetical protein
EBIIEENH_00765	gene	366	7a_60			
EBIIEENH_00765	CDS	366	7a_60			Protein 7a
EBIIEENH_00766	gene	132				
EBIIEENH_00766	CDS	132				hypothetical protein
EBIIEENH_00767	gene	366				
EBIIEENH_00767	CDS	366				hypothetical protein
EBIIEENH_00768	gene	1260	N_59			
EBIIEENH_00768	CDS	1260	N_59			Nucleoprotein
EBIIEENH_00769	gene	156				
EBIIEENH_00769	CDS	156				hypothetical protein
EBIIEENH_00770	gene	43				
EBIIEENH_00770	misc_RNA	43				s2m
EBIIEENH_00771	gene	13218	1a_61			
EBIIEENH_00771	CDS	13218	1a_61			Replicase polyprotein 1a
EBIIEENH_00772	gene	82				
EBIIEENH_00772	misc_RNA	82				Corona_FSE
EBIIEENH_00773	gene	7788	rep_63			
EBIIEENH_00773	CDS	7788	rep_63			Replicase polyprotein 1ab
EBIIEENH_00774	gene	3822	S_61			
EBIIEENH_00774	CDS	3822	S_61			Spike glycoprotein
EBIIEENH_00775	gene	828	3a_61			
EBIIEENH_00775	CDS	828	3a_61			Protein 3a
EBIIEENH_00776	gene	669	M_61			
EBIIEENH_00776	CDS	669	M_61			Membrane protein
EBIIEENH_00777	gene	186				
EBIIEENH_00777	CDS	186				hypothetical protein
EBIIEENH_00778	gene	366	7a_61			
EBIIEENH_00778	CDS	366	7a_61			Protein 7a
EBIIEENH_00779	gene	132				
EBIIEENH_00779	CDS	132				hypothetical protein
EBIIEENH_00780	gene	366				
EBIIEENH_00780	CDS	366				hypothetical protein
EBIIEENH_00781	gene	1260	N_60			
EBIIEENH_00781	CDS	1260	N_60			Nucleoprotein
EBIIEENH_00782	gene	156				
EBIIEENH_00782	CDS	156				hypothetical protein
EBIIEENH_00783	gene	43				
EBIIEENH_00783	misc_RNA	43				s2m
EBIIEENH_00784	gene	13218	1a_62			
EBIIEENH_00784	CDS	13218	1a_62			Replicase polyprotein 1a
EBIIEENH_00785	gene	82				
EBIIEENH_00785	misc_RNA	82				Corona_FSE
EBIIEENH_00786	gene	7788	rep_64			
EBIIEENH_00786	CDS	7788	rep_64			Replicase polyprotein 1ab
EBIIEENH_00787	gene	3822	S_62			
EBIIEENH_00787	CDS	3822	S_62			Spike glycoprotein
EBIIEENH_00788	gene	828	3a_62			
EBIIEENH_00788	CDS	828	3a_62			Protein 3a
EBIIEENH_00789	gene	669	M_62			
EBIIEENH_00789	CDS	669	M_62			Membrane protein
EBIIEENH_00790	gene	186				
EBIIEENH_00790	CDS	186				hypothetical protein
EBIIEENH_00791	gene	366	7a_62			
EBIIEENH_00791	CDS	366	7a_62			Protein 7a
EBIIEENH_00792	gene	132				
EBIIEENH_00792	CDS	132				hypothetical protein
EBIIEENH_00793	gene	366				
EBIIEENH_00793	CDS	366				hypothetical protein
EBIIEENH_00794	gene	1260	N_61			
EBIIEENH_00794	CDS	1260	N_61			Nucleoprotein
EBIIEENH_00795	gene	156				
EBIIEENH_00795	CDS	156				hypothetical protein
EBIIEENH_00796	gene	43				
EBIIEENH_00796	misc_RNA	43				s2m
EBIIEENH_00797	gene	13218	1a_63			
EBIIEENH_00797	CDS	13218	1a_63			Replicase polyprotein 1a
EBIIEENH_00798	gene	82				
EBIIEENH_00798	misc_RNA	82				Corona_FSE
EBIIEENH_00799	gene	7788	rep_65			
EBIIEENH_00799	CDS	7788	rep_65			Replicase polyprotein 1ab
EBIIEENH_00800	gene	3822	S_63			
EBIIEENH_00800	CDS	3822	S_63			Spike glycoprotein
EBIIEENH_00801	gene	828	3a_63			
EBIIEENH_00801	CDS	828	3a_63			Protein 3a
EBIIEENH_00802	gene	669	M_63			
EBIIEENH_00802	CDS	669	M_63			Membrane protein
EBIIEENH_00803	gene	186				
EBIIEENH_00803	CDS	186				hypothetical protein
EBIIEENH_00804	gene	366	7a_63			
EBIIEENH_00804	CDS	366	7a_63			Protein 7a
EBIIEENH_00805	gene	132				
EBIIEENH_00805	CDS	132				hypothetical protein
EBIIEENH_00806	gene	366				
EBIIEENH_00806	CDS	366				hypothetical protein
EBIIEENH_00807	gene	1260	N_62			
EBIIEENH_00807	CDS	1260	N_62			Nucleoprotein
EBIIEENH_00808	gene	156				
EBIIEENH_00808	CDS	156				hypothetical protein
EBIIEENH_00809	gene	43				
EBIIEENH_00809	misc_RNA	43				s2m
EBIIEENH_00810	gene	13218	1a_64			
EBIIEENH_00810	CDS	13218	1a_64			Replicase polyprotein 1a
EBIIEENH_00811	gene	82				
EBIIEENH_00811	misc_RNA	82				Corona_FSE
EBIIEENH_00812	gene	7788	rep_66			
EBIIEENH_00812	CDS	7788	rep_66			Replicase polyprotein 1ab
EBIIEENH_00813	gene	3822	S_64			
EBIIEENH_00813	CDS	3822	S_64			Spike glycoprotein
EBIIEENH_00814	gene	828	3a_64			
EBIIEENH_00814	CDS	828	3a_64			Protein 3a
EBIIEENH_00815	gene	669	M_64			
EBIIEENH_00815	CDS	669	M_64			Membrane protein
EBIIEENH_00816	gene	186				
EBIIEENH_00816	CDS	186				hypothetical protein
EBIIEENH_00817	gene	366	7a_64			
EBIIEENH_00817	CDS	366	7a_64			Protein 7a
EBIIEENH_00818	gene	132				
EBIIEENH_00818	CDS	132				hypothetical protein
EBIIEENH_00819	gene	366				
EBIIEENH_00819	CDS	366				hypothetical protein
EBIIEENH_00820	gene	1260	N_63			
EBIIEENH_00820	CDS	1260	N_63			Nucleoprotein
EBIIEENH_00821	gene	156				
EBIIEENH_00821	CDS	156				hypothetical protein
EBIIEENH_00822	gene	43				
EBIIEENH_00822	misc_RNA	43				s2m
EBIIEENH_00823	gene	13218	1a_65			
EBIIEENH_00823	CDS	13218	1a_65			Replicase polyprotein 1a
EBIIEENH_00824	gene	82				
EBIIEENH_00824	misc_RNA	82				Corona_FSE
EBIIEENH_00825	gene	7788	rep_67			
EBIIEENH_00825	CDS	7788	rep_67			Replicase polyprotein 1ab
EBIIEENH_00826	gene	3822	S_65			
EBIIEENH_00826	CDS	3822	S_65			Spike glycoprotein
EBIIEENH_00827	gene	828	3a_65			
EBIIEENH_00827	CDS	828	3a_65			Protein 3a
EBIIEENH_00828	gene	669	M_65			
EBIIEENH_00828	CDS	669	M_65			Membrane protein
EBIIEENH_00829	gene	186				
EBIIEENH_00829	CDS	186				hypothetical protein
EBIIEENH_00830	gene	366	7a_65			
EBIIEENH_00830	CDS	366	7a_65			Protein 7a
EBIIEENH_00831	gene	132				
EBIIEENH_00831	CDS	132				hypothetical protein
EBIIEENH_00832	gene	366				
EBIIEENH_00832	CDS	366				hypothetical protein
EBIIEENH_00833	gene	1260	N_64			
EBIIEENH_00833	CDS	1260	N_64			Nucleoprotein
EBIIEENH_00834	gene	156				
EBIIEENH_00834	CDS	156				hypothetical protein
EBIIEENH_00835	gene	43				
EBIIEENH_00835	misc_RNA	43				s2m
EBIIEENH_00836	gene	4026	1a_66			
EBIIEENH_00836	CDS	4026	1a_66			Replicase polyprotein 1a
EBIIEENH_00837	gene	82				
EBIIEENH_00837	misc_RNA	82				Corona_FSE
EBIIEENH_00838	gene	7788	rep_68			
EBIIEENH_00838	CDS	7788	rep_68			Replicase polyprotein 1ab
EBIIEENH_00839	gene	3822	S_66			
EBIIEENH_00839	CDS	3822	S_66			Spike glycoprotein
EBIIEENH_00840	gene	828	3a_66			
EBIIEENH_00840	CDS	828	3a_66			Protein 3a
EBIIEENH_00841	gene	669	M_66			
EBIIEENH_00841	CDS	669	M_66			Membrane protein
EBIIEENH_00842	gene	186				
EBIIEENH_00842	CDS	186				hypothetical protein
EBIIEENH_00843	gene	366	7a_66			
EBIIEENH_00843	CDS	366	7a_66			Protein 7a
EBIIEENH_00844	gene	132				
EBIIEENH_00844	CDS	132				hypothetical protein
EBIIEENH_00845	gene	366				
EBIIEENH_00845	CDS	366				hypothetical protein
EBIIEENH_00846	gene	1260	N_65			
EBIIEENH_00846	CDS	1260	N_65			Nucleoprotein
EBIIEENH_00847	gene	156				
EBIIEENH_00847	CDS	156				hypothetical protein
EBIIEENH_00848	gene	43				
EBIIEENH_00848	misc_RNA	43				s2m
EBIIEENH_00849	gene	13218	1a_67			
EBIIEENH_00849	CDS	13218	1a_67			Replicase polyprotein 1a
EBIIEENH_00850	gene	82				
EBIIEENH_00850	misc_RNA	82				Corona_FSE
EBIIEENH_00851	gene	7788	rep_69			
EBIIEENH_00851	CDS	7788	rep_69			Replicase polyprotein 1ab
EBIIEENH_00852	gene	3822	S_67			
EBIIEENH_00852	CDS	3822	S_67			Spike glycoprotein
EBIIEENH_00853	gene	828	3a_67			
EBIIEENH_00853	CDS	828	3a_67			Protein 3a
EBIIEENH_00854	gene	669	M_67			
EBIIEENH_00854	CDS	669	M_67			Membrane protein
EBIIEENH_00855	gene	186				
EBIIEENH_00855	CDS	186				hypothetical protein
EBIIEENH_00856	gene	366	7a_67			
EBIIEENH_00856	CDS	366	7a_67			Protein 7a
EBIIEENH_00857	gene	132				
EBIIEENH_00857	CDS	132				hypothetical protein
EBIIEENH_00858	gene	366				
EBIIEENH_00858	CDS	366				hypothetical protein
EBIIEENH_00859	gene	1260	N_66			
EBIIEENH_00859	CDS	1260	N_66			Nucleoprotein
EBIIEENH_00860	gene	156				
EBIIEENH_00860	CDS	156				hypothetical protein
EBIIEENH_00861	gene	43				
