locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODOLMAEB_00906	CDS	1224	N_72			Nucleoprotein
ODOLMAEB_00907	CDS	93				hypothetical protein
ODOLMAEB_00908	CDS	288				hypothetical protein
ODOLMAEB_00909	misc_RNA	63				Corona_pk3
ODOLMAEB_00910	CDS	12342	1a_58			Replicase polyprotein 1a
ODOLMAEB_00911	misc_RNA	79				Corona_FSE
ODOLMAEB_00912	CDS	7842	rep_88			Replicase polyprotein 1ab
ODOLMAEB_00913	CDS	4122	S_75			Spike glycoprotein
ODOLMAEB_00914	CDS	684				hypothetical protein
ODOLMAEB_00915	CDS	234				hypothetical protein
ODOLMAEB_00916	CDS	681	M_79			Membrane protein
ODOLMAEB_00917	CDS	1302	N_73			Nucleoprotein
ODOLMAEB_00918	CDS	291				hypothetical protein
ODOLMAEB_00919	misc_RNA	63				Corona_pk3
ODOLMAEB_00920	CDS	12345	1a_59			Replicase polyprotein 1a
ODOLMAEB_00921	misc_RNA	79				Corona_FSE
ODOLMAEB_00922	CDS	7845	rep_89			Replicase polyprotein 1ab
ODOLMAEB_00923	CDS	4134	S_76			Spike glycoprotein
ODOLMAEB_00924	CDS	684				hypothetical protein
ODOLMAEB_00925	CDS	684	M_80			Membrane protein
ODOLMAEB_00926	CDS	1302	N_74			Nucleoprotein
ODOLMAEB_00927	CDS	12270	1a_60			Replicase polyprotein 1a
ODOLMAEB_00928	misc_RNA	79				Corona_FSE
ODOLMAEB_00929	CDS	7851	rep_90			Replicase polyprotein 1ab
ODOLMAEB_00930	CDS	4095	S_77			Spike glycoprotein
ODOLMAEB_00931	CDS	681				hypothetical protein
ODOLMAEB_00932	CDS	681	M_81			Membrane protein
ODOLMAEB_00933	CDS	1161	N_75			Nucleoprotein
ODOLMAEB_00934	CDS	288				hypothetical protein
ODOLMAEB_00935	misc_RNA	63				Corona_pk3
ODOLMAEB_00936	CDS	12288	1a_61			Replicase polyprotein 1a
ODOLMAEB_00937	misc_RNA	79				Corona_FSE
ODOLMAEB_00938	CDS	7851	rep_91			Replicase polyprotein 1ab
ODOLMAEB_00939	CDS	4095	S_78			Spike glycoprotein
ODOLMAEB_00940	CDS	684				hypothetical protein
ODOLMAEB_00941	CDS	681	M_82			Membrane protein
ODOLMAEB_00942	CDS	1200	N_76			Nucleoprotein
ODOLMAEB_00943	CDS	198				hypothetical protein
ODOLMAEB_00944	CDS	13149	1a_62			Replicase polyprotein 1a
ODOLMAEB_00945	misc_RNA	82				Corona_FSE
ODOLMAEB_00946	CDS	7887	rep_92			Replicase polyprotein 1ab
ODOLMAEB_00947	CDS	3726	S_79			Spike glycoprotein
ODOLMAEB_00948	CDS	825	3a_31			Protein 3a
ODOLMAEB_00949	CDS	231	E_43			Envelope small membrane protein
ODOLMAEB_00950	CDS	666	M_83			Membrane protein
ODOLMAEB_00951	CDS	192				hypothetical protein
ODOLMAEB_00952	CDS	369	7a_31			Protein 7a
ODOLMAEB_00953	CDS	135				hypothetical protein
ODOLMAEB_00954	CDS	366				hypothetical protein
ODOLMAEB_00955	CDS	1269	N_77			Nucleoprotein
ODOLMAEB_00956	misc_RNA	43				s2m
ODOLMAEB_00957	CDS	13149	1a_63			Replicase polyprotein 1a
ODOLMAEB_00958	misc_RNA	82				Corona_FSE
ODOLMAEB_00959	CDS	7887	rep_93			Replicase polyprotein 1ab
ODOLMAEB_00960	CDS	3726	S_80			Spike glycoprotein
ODOLMAEB_00961	CDS	825	3a_32			Protein 3a
ODOLMAEB_00962	CDS	231	E_44			Envelope small membrane protein
ODOLMAEB_00963	CDS	666	M_84			Membrane protein
ODOLMAEB_00964	CDS	192				hypothetical protein
ODOLMAEB_00965	CDS	369	7a_32			Protein 7a
ODOLMAEB_00966	CDS	135				hypothetical protein
ODOLMAEB_00967	CDS	366				hypothetical protein
ODOLMAEB_00968	CDS	1269	N_78			Nucleoprotein
ODOLMAEB_00969	misc_RNA	43				s2m
ODOLMAEB_00970	CDS	13149	1a_64			Replicase polyprotein 1a
ODOLMAEB_00971	misc_RNA	82				Corona_FSE
ODOLMAEB_00972	CDS	7887	rep_94			Replicase polyprotein 1ab
ODOLMAEB_00973	CDS	3771	S_81			Spike glycoprotein
ODOLMAEB_00974	CDS	825	3a_33			Protein 3a
ODOLMAEB_00975	CDS	231	E_45			Envelope small membrane protein
ODOLMAEB_00976	CDS	666	M_85			Membrane protein
ODOLMAEB_00977	CDS	192				hypothetical protein
ODOLMAEB_00978	CDS	369	7a_33			Protein 7a
ODOLMAEB_00979	CDS	135				hypothetical protein
ODOLMAEB_00980	CDS	144				hypothetical protein
ODOLMAEB_00981	CDS	279				hypothetical protein
ODOLMAEB_00982	CDS	1269	N_79			Nucleoprotein
ODOLMAEB_00983	misc_RNA	43				s2m
ODOLMAEB_00984	CDS	13149	1a_65			Replicase polyprotein 1a
ODOLMAEB_00985	misc_RNA	82				Corona_FSE
ODOLMAEB_00986	CDS	7887	rep_95			Replicase polyprotein 1ab
ODOLMAEB_00987	CDS	3705	S_82			Spike glycoprotein
ODOLMAEB_00988	CDS	825	3a_34			Protein 3a
ODOLMAEB_00989	CDS	231	E_46			Envelope small membrane protein
ODOLMAEB_00990	CDS	666	M_86			Membrane protein
ODOLMAEB_00991	CDS	192				hypothetical protein
ODOLMAEB_00992	CDS	369	7a_34			Protein 7a
ODOLMAEB_00993	CDS	135				hypothetical protein
ODOLMAEB_00994	CDS	369				hypothetical protein
ODOLMAEB_00995	CDS	1269	N_80			Nucleoprotein
ODOLMAEB_00996	misc_RNA	43				s2m
ODOLMAEB_00997	CDS	13149	1a_66			Replicase polyprotein 1a
ODOLMAEB_00998	misc_RNA	82				Corona_FSE
ODOLMAEB_00999	CDS	7887	rep_96			Replicase polyprotein 1ab
ODOLMAEB_01000	CDS	3768	S_83			Spike glycoprotein
ODOLMAEB_01001	CDS	825	3a_35			Protein 3a
ODOLMAEB_01002	CDS	231	E_47			Envelope small membrane protein
ODOLMAEB_01003	CDS	666	M_87			Membrane protein
ODOLMAEB_01004	CDS	192				hypothetical protein
ODOLMAEB_01005	CDS	369	7a_35			Protein 7a
ODOLMAEB_01006	CDS	135				hypothetical protein
ODOLMAEB_01007	CDS	366				hypothetical protein
ODOLMAEB_01008	CDS	1269	N_81			Nucleoprotein
ODOLMAEB_01009	misc_RNA	43				s2m
ODOLMAEB_01010	CDS	13149	1a_67			Replicase polyprotein 1a
ODOLMAEB_01011	misc_RNA	82				Corona_FSE
ODOLMAEB_01012	CDS	7887	rep_97			Replicase polyprotein 1ab
ODOLMAEB_01013	CDS	3726	S_84			Spike glycoprotein
ODOLMAEB_01014	CDS	825	3a_36			Protein 3a
ODOLMAEB_01015	CDS	231	E_48			Envelope small membrane protein
ODOLMAEB_01016	CDS	666	M_88			Membrane protein
ODOLMAEB_01017	CDS	192				hypothetical protein
ODOLMAEB_01018	CDS	369	7a_36			Protein 7a
ODOLMAEB_01019	CDS	135				hypothetical protein
ODOLMAEB_01020	CDS	366				hypothetical protein
ODOLMAEB_01021	CDS	1269	N_82			Nucleoprotein
ODOLMAEB_01022	misc_RNA	43				s2m
ODOLMAEB_01023	CDS	13149	1a_68			Replicase polyprotein 1a
ODOLMAEB_01024	misc_RNA	82				Corona_FSE
ODOLMAEB_01025	CDS	7887	rep_98			Replicase polyprotein 1ab
ODOLMAEB_01026	CDS	3729	S_85			Spike glycoprotein
ODOLMAEB_01027	CDS	825	3a_37			Protein 3a
ODOLMAEB_01028	CDS	231	E_49			Envelope small membrane protein
ODOLMAEB_01029	CDS	666	M_89			Membrane protein
ODOLMAEB_01030	CDS	192				hypothetical protein
ODOLMAEB_01031	CDS	369	7a_37			Protein 7a
ODOLMAEB_01032	CDS	135				hypothetical protein
ODOLMAEB_01033	CDS	366				hypothetical protein
ODOLMAEB_01034	CDS	1269	N_83			Nucleoprotein
ODOLMAEB_01035	misc_RNA	43				s2m
ODOLMAEB_01036	CDS	13149	1a_69			Replicase polyprotein 1a
ODOLMAEB_01037	misc_RNA	82				Corona_FSE
ODOLMAEB_01038	CDS	7887	rep_99			Replicase polyprotein 1ab
ODOLMAEB_01039	CDS	3726	S_86			Spike glycoprotein
ODOLMAEB_01040	CDS	825	3a_38			Protein 3a
ODOLMAEB_01041	CDS	231	E_50			Envelope small membrane protein
ODOLMAEB_01042	CDS	666	M_90			Membrane protein
ODOLMAEB_01043	CDS	192				hypothetical protein
ODOLMAEB_01044	CDS	369	7a_38			Protein 7a
ODOLMAEB_01045	CDS	135				hypothetical protein
ODOLMAEB_01046	CDS	366				hypothetical protein
ODOLMAEB_01047	CDS	1269	N_84			Nucleoprotein
ODOLMAEB_01048	misc_RNA	43				s2m
ODOLMAEB_01049	CDS	13149	1a_70			Replicase polyprotein 1a
ODOLMAEB_01050	misc_RNA	82				Corona_FSE
ODOLMAEB_01051	CDS	7887	rep_100			Replicase polyprotein 1ab
ODOLMAEB_01052	CDS	3768	S_87			Spike glycoprotein
ODOLMAEB_01053	CDS	825	3a_39			Protein 3a
ODOLMAEB_01054	CDS	231	E_51			Envelope small membrane protein
ODOLMAEB_01055	CDS	666	M_91			Membrane protein
ODOLMAEB_01056	CDS	192				hypothetical protein
ODOLMAEB_01057	CDS	510				hypothetical protein
ODOLMAEB_01058	CDS	369	7a_39			Protein 7a
ODOLMAEB_01059	CDS	135				hypothetical protein
ODOLMAEB_01060	CDS	366				hypothetical protein
ODOLMAEB_01061	CDS	1269	N_85			Nucleoprotein
ODOLMAEB_01062	misc_RNA	43				s2m
ODOLMAEB_01063	CDS	13149	1a_71			Replicase polyprotein 1a
ODOLMAEB_01064	misc_RNA	82				Corona_FSE
ODOLMAEB_01065	CDS	7887	rep_101			Replicase polyprotein 1ab
ODOLMAEB_01066	CDS	3771	S_88			Spike glycoprotein
ODOLMAEB_01067	CDS	825	3a_40			Protein 3a
ODOLMAEB_01068	CDS	231	E_52			Envelope small membrane protein
ODOLMAEB_01069	CDS	666	M_92			Membrane protein
ODOLMAEB_01070	CDS	192				hypothetical protein
ODOLMAEB_01071	CDS	510				hypothetical protein
ODOLMAEB_01072	CDS	369	7a_40			Protein 7a
ODOLMAEB_01073	CDS	135				hypothetical protein
ODOLMAEB_01074	CDS	366				hypothetical protein
ODOLMAEB_01075	CDS	1269	N_86			Nucleoprotein
ODOLMAEB_01076	misc_RNA	43				s2m
ODOLMAEB_01077	CDS	13149	1a_72			Replicase polyprotein 1a
ODOLMAEB_01078	misc_RNA	82				Corona_FSE
ODOLMAEB_01079	CDS	7887	rep_102			Replicase polyprotein 1ab
ODOLMAEB_01080	CDS	3771	S_89			Spike glycoprotein
ODOLMAEB_01081	CDS	825	3a_41			Protein 3a
ODOLMAEB_01082	CDS	231	E_53			Envelope small membrane protein
ODOLMAEB_01083	CDS	666	M_93			Membrane protein
ODOLMAEB_01084	CDS	192				hypothetical protein
ODOLMAEB_01085	CDS	369	7a_41			Protein 7a
ODOLMAEB_01086	CDS	135				hypothetical protein
ODOLMAEB_01087	CDS	366				hypothetical protein
ODOLMAEB_01088	CDS	1269	N_87			Nucleoprotein
ODOLMAEB_01089	misc_RNA	43				s2m
ODOLMAEB_01090	CDS	10773	1a_73			Replicase polyprotein 1a
ODOLMAEB_01091	misc_RNA	79				Corona_FSE
ODOLMAEB_01092	CDS	7851	rep_103			Replicase polyprotein 1ab
ODOLMAEB_01093	CDS	4176	S_90			Spike glycoprotein
ODOLMAEB_01094	CDS	660				hypothetical protein
ODOLMAEB_01095	CDS	687	M_94			Membrane protein
ODOLMAEB_01096	CDS	1302	N_88			Nucleoprotein
ODOLMAEB_01097	misc_RNA	63				Corona_pk3
ODOLMAEB_01098	misc_RNA	71				Coronavirus_5p_sl_1_2
ODOLMAEB_01099	CDS	12078	1a_74			Replicase polyprotein 1a
ODOLMAEB_01100	misc_RNA	79				Corona_FSE
ODOLMAEB_01101	CDS	7851	rep_104			Replicase polyprotein 1ab
ODOLMAEB_01102	CDS	4188	S_91			Spike glycoprotein
ODOLMAEB_01103	CDS	660				hypothetical protein
ODOLMAEB_01104	CDS	687	M_95			Membrane protein
ODOLMAEB_01105	CDS	1302	N_89			Nucleoprotein
ODOLMAEB_01106	misc_RNA	64				Corona_pk3
ODOLMAEB_01107	CDS	13149	1a_75			Replicase polyprotein 1a
ODOLMAEB_01108	misc_RNA	82				Corona_FSE
ODOLMAEB_01109	CDS	7887	rep_105			Replicase polyprotein 1ab
ODOLMAEB_01110	CDS	3702	S_92			Spike glycoprotein
ODOLMAEB_01111	CDS	825	3a_42			Protein 3a
ODOLMAEB_01112	CDS	231	E_54			Envelope small membrane protein
ODOLMAEB_01113	CDS	666	M_96			Membrane protein
ODOLMAEB_01114	CDS	192				hypothetical protein
ODOLMAEB_01115	CDS	369	7a_42			Protein 7a
ODOLMAEB_01116	CDS	135				hypothetical protein
ODOLMAEB_01117	CDS	369				hypothetical protein
ODOLMAEB_01118	CDS	1266	N_90			Nucleoprotein
ODOLMAEB_01119	misc_RNA	43				s2m
ODOLMAEB_01120	CDS	13149	1a_76			Replicase polyprotein 1a
ODOLMAEB_01121	misc_RNA	82				Corona_FSE
ODOLMAEB_01122	CDS	7887	rep_106			Replicase polyprotein 1ab
ODOLMAEB_01123	CDS	3702	S_93			Spike glycoprotein
ODOLMAEB_01124	CDS	825	3a_43			Protein 3a
ODOLMAEB_01125	CDS	231	E_55			Envelope small membrane protein
ODOLMAEB_01126	CDS	666	M_97			Membrane protein
ODOLMAEB_01127	CDS	192				hypothetical protein
ODOLMAEB_01128	CDS	369				hypothetical protein
ODOLMAEB_01129	CDS	1266	N_91			Nucleoprotein
ODOLMAEB_01130	misc_RNA	43				s2m
ODOLMAEB_01131	CDS	13134	1a_77			Replicase polyprotein 1a
ODOLMAEB_01132	misc_RNA	82				Corona_FSE
ODOLMAEB_01133	CDS	7887	rep_107			Replicase polyprotein 1ab
ODOLMAEB_01134	CDS	3726	S_94			Spike glycoprotein
ODOLMAEB_01135	CDS	825	3a_44			Protein 3a
ODOLMAEB_01136	CDS	231	E_56			Envelope small membrane protein
ODOLMAEB_01137	CDS	666	M_98			Membrane protein
ODOLMAEB_01138	CDS	192				hypothetical protein
ODOLMAEB_01139	CDS	369	7a_43			Protein 7a
ODOLMAEB_01140	CDS	135				hypothetical protein
ODOLMAEB_01141	CDS	369				hypothetical protein
ODOLMAEB_01142	CDS	1266	N_92			Nucleoprotein
ODOLMAEB_01143	misc_RNA	43				s2m
ODOLMAEB_01144	CDS	12483	1a_78			Replicase polyprotein 1a
ODOLMAEB_01145	misc_RNA	79				Corona_FSE
ODOLMAEB_01146	CDS	7875	rep_108			Replicase polyprotein 1ab
ODOLMAEB_01147	CDS	4098	S_95			Spike glycoprotein
ODOLMAEB_01148	CDS	678				hypothetical protein
ODOLMAEB_01149	CDS	225				hypothetical protein
ODOLMAEB_01150	CDS	681	M_99			Membrane protein
ODOLMAEB_01151	CDS	1278	N_93			Nucleoprotein
ODOLMAEB_01152	CDS	390				hypothetical protein
ODOLMAEB_01153	misc_RNA	63				Corona_pk3
ODOLMAEB_01154	CDS	12555				hypothetical protein
ODOLMAEB_01155	misc_RNA	82				Corona_FSE
ODOLMAEB_01156	CDS	7941	rep_109			Replicase polyprotein 1ab
ODOLMAEB_01157	CDS	3711	S_96			Spike glycoprotein
ODOLMAEB_01158	CDS	825	3a_45			Protein 3a
ODOLMAEB_01159	CDS	231	E_57			Envelope small membrane protein
ODOLMAEB_01160	CDS	666	M_100			Membrane protein
ODOLMAEB_01161	CDS	192				hypothetical protein
ODOLMAEB_01162	CDS	369	7a_44			Protein 7a
ODOLMAEB_01163	CDS	147				hypothetical protein
ODOLMAEB_01164	CDS	1263	N_94			Nucleoprotein
ODOLMAEB_01165	misc_RNA	43				s2m
ODOLMAEB_01166	CDS	13479	1a_79			Replicase polyprotein 1a
ODOLMAEB_01167	misc_RNA	85				Corona_FSE
ODOLMAEB_01168	CDS	7872	rep_110			Replicase polyprotein 1ab
ODOLMAEB_01169	CDS	4020	S_97			Spike glycoprotein
ODOLMAEB_01170	CDS	312				hypothetical protein
ODOLMAEB_01171	CDS	285	ORF4a_15			Non-structural protein ORF4a
ODOLMAEB_01172	CDS	714	ORF4b_16			Non-structural protein ORF4b
ODOLMAEB_01173	CDS	696				hypothetical protein
ODOLMAEB_01174	CDS	249	E_58			Envelope small membrane protein
ODOLMAEB_01175	CDS	657	M_101			Membrane protein
ODOLMAEB_01176	CDS	1305	N_95			Nucleoprotein
ODOLMAEB_01177	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_01178	CDS	12180	1a_80			Replicase polyprotein 1a
ODOLMAEB_01179	misc_RNA	79				Corona_FSE
ODOLMAEB_01180	CDS	7839	rep_111			Replicase polyprotein 1ab
ODOLMAEB_01181	CDS	3393				hypothetical protein
ODOLMAEB_01182	CDS	690				hypothetical protein
ODOLMAEB_01183	CDS	228				hypothetical protein
ODOLMAEB_01184	CDS	690	M_102			Membrane protein
ODOLMAEB_01185	CDS	1128	N_96			Nucleoprotein
ODOLMAEB_01186	CDS	300				hypothetical protein
ODOLMAEB_01187	misc_RNA	63				Corona_pk3
ODOLMAEB_01188	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_01189	CDS	12183	1a_81			Replicase polyprotein 1a
ODOLMAEB_01190	misc_RNA	79				Corona_FSE
ODOLMAEB_01191	CDS	7839	rep_112			Replicase polyprotein 1ab
ODOLMAEB_01192	CDS	3393				hypothetical protein
ODOLMAEB_01193	CDS	690				hypothetical protein
ODOLMAEB_01194	CDS	228				hypothetical protein
ODOLMAEB_01195	CDS	687	M_103			Membrane protein
ODOLMAEB_01196	CDS	1128	N_97			Nucleoprotein
ODOLMAEB_01197	CDS	300				hypothetical protein
ODOLMAEB_01198	misc_RNA	63				Corona_pk3
ODOLMAEB_01199	CDS	13170	1a_82			Replicase polyprotein 1a
ODOLMAEB_01200	misc_RNA	85				Corona_FSE
ODOLMAEB_01201	CDS	7872	rep_113			Replicase polyprotein 1ab
ODOLMAEB_01202	CDS	4014	S_98			Spike glycoprotein
ODOLMAEB_01203	CDS	312				hypothetical protein
ODOLMAEB_01204	CDS	762	ORF4b_17			Non-structural protein ORF4b
ODOLMAEB_01205	CDS	684				hypothetical protein
ODOLMAEB_01206	CDS	249	E_59			Envelope small membrane protein
ODOLMAEB_01207	CDS	657	M_104			Membrane protein
ODOLMAEB_01208	CDS	1290	N_98			Nucleoprotein
ODOLMAEB_01209	misc_RNA	61				Corona_pk3
ODOLMAEB_01210	CDS	13170	1a_83			Replicase polyprotein 1a
ODOLMAEB_01211	misc_RNA	85				Corona_FSE
ODOLMAEB_01212	CDS	7872	rep_114			Replicase polyprotein 1ab
ODOLMAEB_01213	CDS	4014	S_99			Spike glycoprotein
ODOLMAEB_01214	CDS	312				hypothetical protein
ODOLMAEB_01215	CDS	288	ORF4a_16			Non-structural protein ORF4a
ODOLMAEB_01216	CDS	603	ORF4b_18			Non-structural protein ORF4b
ODOLMAEB_01217	CDS	684				hypothetical protein
ODOLMAEB_01218	CDS	249	E_60			Envelope small membrane protein
ODOLMAEB_01219	CDS	657	M_105			Membrane protein
ODOLMAEB_01220	CDS	1290	N_99			Nucleoprotein
ODOLMAEB_01221	misc_RNA	61				Corona_pk3
ODOLMAEB_01222	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_01223	CDS	12183	1a_84			Replicase polyprotein 1a
ODOLMAEB_01224	misc_RNA	79				Corona_FSE
ODOLMAEB_01225	CDS	7839	rep_115			Replicase polyprotein 1ab
ODOLMAEB_01226	CDS	3393				hypothetical protein
ODOLMAEB_01227	CDS	690				hypothetical protein
ODOLMAEB_01228	CDS	228				hypothetical protein
ODOLMAEB_01229	CDS	687	M_106			Membrane protein
ODOLMAEB_01230	CDS	1128	N_100			Nucleoprotein
ODOLMAEB_01231	CDS	300				hypothetical protein
ODOLMAEB_01232	misc_RNA	63				Corona_pk3
ODOLMAEB_01233	CDS	12723	rep_116			Replicase polyprotein 1ab
ODOLMAEB_01234	CDS	8076	rep_117			Replicase polyprotein 1ab
ODOLMAEB_01235	misc_RNA	85				Corona_FSE
ODOLMAEB_01236	CDS	3798	S_100			Spike glycoprotein
ODOLMAEB_01237	CDS	693				hypothetical protein
ODOLMAEB_01238	CDS	231				hypothetical protein
ODOLMAEB_01239	CDS	675	M_107			Membrane protein
ODOLMAEB_01240	CDS	1410	N_101			Nucleoprotein
ODOLMAEB_01241	CDS	594				hypothetical protein
ODOLMAEB_01242	CDS	444				hypothetical protein
ODOLMAEB_01243	CDS	13206	1a_85			Replicase polyprotein 1a
ODOLMAEB_01244	misc_RNA	82				Corona_FSE
ODOLMAEB_01245	CDS	7887	rep_118			Replicase polyprotein 1ab
ODOLMAEB_01246	CDS	3741	S_101			Spike glycoprotein
ODOLMAEB_01247	CDS	828	3a_46			Protein 3a
ODOLMAEB_01248	CDS	228	E_61			Envelope small membrane protein
ODOLMAEB_01249	CDS	669	M_108			Membrane protein
ODOLMAEB_01250	CDS	186				hypothetical protein
ODOLMAEB_01251	CDS	366	7a_45			Protein 7a
ODOLMAEB_01252	CDS	366				hypothetical protein
ODOLMAEB_01253	CDS	1260	N_102			Nucleoprotein
ODOLMAEB_01254	misc_RNA	43				s2m
ODOLMAEB_01255	CDS	13140	1a_86			Replicase polyprotein 1a
ODOLMAEB_01256	misc_RNA	82				Corona_FSE
ODOLMAEB_01257	CDS	7887	rep_119			Replicase polyprotein 1ab
ODOLMAEB_01258	CDS	3738	S_102			Spike glycoprotein
ODOLMAEB_01259	CDS	828	3a_47			Protein 3a
ODOLMAEB_01260	CDS	228	E_62			Envelope small membrane protein
ODOLMAEB_01261	CDS	669	M_109			Membrane protein
ODOLMAEB_01262	CDS	186				hypothetical protein
ODOLMAEB_01263	CDS	366	7a_46			Protein 7a
ODOLMAEB_01264	CDS	366				hypothetical protein
ODOLMAEB_01265	CDS	1260	N_103			Nucleoprotein
ODOLMAEB_01266	misc_RNA	43				s2m
ODOLMAEB_01267	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01268	CDS	12177	1a_87			Replicase polyprotein 1a
ODOLMAEB_01269	misc_RNA	79				Corona_FSE
ODOLMAEB_01270	CDS	7827	rep_120			Replicase polyprotein 1ab
ODOLMAEB_01271	CDS	4062	S_103			Spike glycoprotein
ODOLMAEB_01272	CDS	669				hypothetical protein
ODOLMAEB_01273	CDS	447				hypothetical protein
ODOLMAEB_01274	CDS	684	M_110			Membrane protein
ODOLMAEB_01275	CDS	1212	N_104			Nucleoprotein
ODOLMAEB_01276	CDS	366				hypothetical protein
ODOLMAEB_01277	misc_RNA	63				Corona_pk3
ODOLMAEB_01278	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01279	CDS	12147	1a_88			Replicase polyprotein 1a
ODOLMAEB_01280	misc_RNA	79				Corona_FSE
ODOLMAEB_01281	CDS	7827	rep_121			Replicase polyprotein 1ab
ODOLMAEB_01282	CDS	4059	S_104			Spike glycoprotein
ODOLMAEB_01283	CDS	660				hypothetical protein
ODOLMAEB_01284	CDS	447				hypothetical protein
ODOLMAEB_01285	CDS	690	M_111			Membrane protein
ODOLMAEB_01286	CDS	1227	N_105			Nucleoprotein
ODOLMAEB_01287	CDS	273				hypothetical protein
ODOLMAEB_01288	misc_RNA	63				Corona_pk3
ODOLMAEB_01289	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01290	CDS	12147	1a_89			Replicase polyprotein 1a
ODOLMAEB_01291	misc_RNA	79				Corona_FSE
ODOLMAEB_01292	CDS	7827	rep_122			Replicase polyprotein 1ab
ODOLMAEB_01293	CDS	4059	S_105			Spike glycoprotein
ODOLMAEB_01294	CDS	660				hypothetical protein
ODOLMAEB_01295	CDS	327				hypothetical protein
ODOLMAEB_01296	CDS	447				hypothetical protein
ODOLMAEB_01297	CDS	690	M_112			Membrane protein
ODOLMAEB_01298	CDS	1227	N_106			Nucleoprotein
ODOLMAEB_01299	CDS	279				hypothetical protein
ODOLMAEB_01300	misc_RNA	63				Corona_pk3
ODOLMAEB_01301	misc_RNA	69				Coronavirus_5p_sl_1_2
ODOLMAEB_01302	CDS	12174	1a_90			Replicase polyprotein 1a
ODOLMAEB_01303	misc_RNA	79				Corona_FSE
ODOLMAEB_01304	CDS	7881	rep_123			Replicase polyprotein 1ab
ODOLMAEB_01305	CDS	4080	S_106			Spike glycoprotein
ODOLMAEB_01306	CDS	657				hypothetical protein
ODOLMAEB_01307	CDS	474				hypothetical protein
ODOLMAEB_01308	CDS	198				hypothetical protein
ODOLMAEB_01309	CDS	741	M_113			Membrane protein
ODOLMAEB_01310	CDS	1176	N_107			Nucleoprotein
ODOLMAEB_01311	CDS	279				hypothetical protein
ODOLMAEB_01312	CDS	363				hypothetical protein
ODOLMAEB_01313	misc_RNA	63				Corona_pk3
ODOLMAEB_01314	CDS	13329	1a_91			Replicase polyprotein 1a
ODOLMAEB_01315	misc_RNA	85				Corona_FSE
ODOLMAEB_01316	CDS	7866	rep_124			Replicase polyprotein 1ab
ODOLMAEB_01317	CDS	4035	S_107			Spike glycoprotein
ODOLMAEB_01318	CDS	267				hypothetical protein
ODOLMAEB_01319	CDS	357	ORF4a_17			Non-structural protein ORF4a
ODOLMAEB_01320	CDS	702	ORF4b_19			Non-structural protein ORF4b
ODOLMAEB_01321	CDS	684				hypothetical protein
ODOLMAEB_01322	CDS	249	E_63			Envelope small membrane protein
ODOLMAEB_01323	CDS	654	M_114			Membrane protein
ODOLMAEB_01324	CDS	1272	N_108			Nucleoprotein
ODOLMAEB_01325	CDS	13329	1a_92			Replicase polyprotein 1a
ODOLMAEB_01326	misc_RNA	85				Corona_FSE
ODOLMAEB_01327	CDS	7863	rep_125			Replicase polyprotein 1ab
ODOLMAEB_01328	CDS	4035	S_108			Spike glycoprotein
ODOLMAEB_01329	CDS	267				hypothetical protein
ODOLMAEB_01330	CDS	357	ORF4a_18			Non-structural protein ORF4a
ODOLMAEB_01331	CDS	702	ORF4b_20			Non-structural protein ORF4b
ODOLMAEB_01332	CDS	684				hypothetical protein
ODOLMAEB_01333	CDS	249	E_64			Envelope small membrane protein
ODOLMAEB_01334	CDS	657	M_115			Membrane protein
ODOLMAEB_01335	CDS	1272	N_109			Nucleoprotein
ODOLMAEB_01336	CDS	13335	1a_93			Replicase polyprotein 1a
ODOLMAEB_01337	misc_RNA	85				Corona_FSE
ODOLMAEB_01338	CDS	7866	rep_126			Replicase polyprotein 1ab
ODOLMAEB_01339	CDS	4035	S_109			Spike glycoprotein
ODOLMAEB_01340	CDS	276				hypothetical protein
ODOLMAEB_01341	CDS	360	ORF4a_19			Non-structural protein ORF4a
ODOLMAEB_01342	CDS	702	ORF4b_21			Non-structural protein ORF4b
ODOLMAEB_01343	CDS	684				hypothetical protein
ODOLMAEB_01344	CDS	249	E_65			Envelope small membrane protein
ODOLMAEB_01345	CDS	660	M_116			Membrane protein
ODOLMAEB_01346	CDS	1272	N_110			Nucleoprotein
ODOLMAEB_01347	CDS	13449	1a_94			Replicase polyprotein 1a
ODOLMAEB_01348	misc_RNA	85				Corona_FSE
ODOLMAEB_01349	CDS	7914	rep_127			Replicase polyprotein 1ab
ODOLMAEB_01350	CDS	3924	S_110			Spike glycoprotein
ODOLMAEB_01351	CDS	312				hypothetical protein
ODOLMAEB_01352	CDS	360	ORF4a_20			Non-structural protein ORF4a
ODOLMAEB_01353	CDS	660	ORF4b_22			Non-structural protein ORF4b
ODOLMAEB_01354	CDS	672				hypothetical protein
ODOLMAEB_01355	CDS	249	E_66			Envelope small membrane protein
ODOLMAEB_01356	CDS	354	M_117			Membrane protein
ODOLMAEB_01357	CDS	1284	N_111			Nucleoprotein
